area,family,TaxonName,iNatTaxon,HJ_comment,FPNW_note,First_record_year,First_record_observer,First_Record_Institution_ID,First_Record_Collection_No,First_Record_Location,critical_comments,reviewed,review_status,annotation_status
saanich,Brassicaceae,Lobularia maritima,Lobularia maritima,"Native of Asia; widely cultivated ornamental, persisting in some waste places in the Victoria area. Macoun Sidney 1913. Marr Hartland landfill 2007. CFN Beacon Hill Park 1916.",,1913-09-04,J.M. Macoun,RBCM,V002064,Sidney,,TL,remaining,remaining
saanich,Brassicaceae,Lunaria annua,Lunaria annua,Native of Europe; occasional escapee from cultivation.,,1969-05-12,unknown,WTU,327247A,Mount Douglas,,TL,remaining,remaining
saanich,Brassicaceae,Nasturtium microphyllum,Nasturtium microphyllum,"PDW John Dean Park pool 1979. Long 1974 location unknown, TCB Chatham Island 1992.",,1947-06-05,J. Wagg,RBCM,V028582,Cowichan Lake,,TL,remaining,remaining
saanich,Brassicaceae,Nasturtium officinale,Nasturtium officinale,"Native of Europe; streams, ditches, and shallow water; sporadic and locally very abundant; used as a vegetable.",,1912-06-26,J.M. Macoun,RBCM,V002216,Sidney,,TL,remaining,remaining
saanich,Brassicaceae,Neslia paniculata,Neslia paniculata,"Native of Europe; open, waste places and cultivated ground; a common weed in the Sidney area.",,1913-06-26,J.R. Anderson,RBCM,V002208,Sidney: in the Park,,TL,remaining,remaining
saanich,Brassicaceae,Raphanus raphanistrum,Raphanus raphanistrum,Native of Eurasia; waste ground and fields; occasionally abundant.,,1921-09-05,C.F. Newcombe,RBCM,V052800,Victoria; Prospect Lake,,TL,remaining,remaining
saanich,Brassicaceae,Raphanus sativus,Raphanus sativus,Native of Europe; agricultural weed; common in some areas.,,1897-06-09,J.R. Anderson,RBCM,V002230,Victoria; Gordon Head,,TL,remaining,remaining
saanich,Brassicaceae,Rorippa curvipes,Rorippa curvipes,Macoun Fernwood 1918. Copley Victoria (?)1922. Goddard Sidney 1927.,,1922-06-03,G. Copley,RBCM,V006320,Victoria,,TL,remaining,remaining
saanich,Brassicaceae,Rorippa curvisiliqua,Rorippa curvisiliqua,Waste places; common throughout.,,1896-06-06,J.R. Anderson,RBCM,V002220,Victoria; Esquimalt,,TL,remaining,remaining
saanich,Brassicaceae,Rorippa palustris,Rorippa palustris,wet places; sporadic; Victoria and Swan Lake. ssp?,,1915-01-01,C.F. Newcombe,RBCM,V041008, Oak Bay: Uplands,,TL,remaining,remaining
saanich,Brassicaceae,Rorippa sylvestris,Rorippa sylvestris,"Native of Eurasia; meadows and damp, cultivated ground; sporadic weed throughout.",,1937-07-03,C. McTavish,RBCM,V010235A,Sidney,,TL,remaining,remaining
saanich,Brassicaceae,Sinapis arvensis,Sinapis arvensis,Native of Europe; common weed throughout.,,1895-05-18,J.R. Anderson,RBCM,V002106,Victoria,,TL,remaining,remaining
saanich,Brassicaceae,Sisymbrium altissimum,Sisymbrium altissimum,Native of Europe; a widespread weed; very common throughout.,,1913-07-07,J.M. Macoun,RBCM,V002233,"Sidney, shingle mill",,TL,remaining,remaining
saanich,Brassicaceae,Sisymbrium loeselii,Sisymbrium loeselii,Melburn & Latimer Hamiota Street 1970,,1970-07-24,M.C. Melburn,RBCM,V100983,Victoria 2455 Hamiota St.,,TL,remaining,remaining
saanich,Brassicaceae,Sisymbrium officinale,Sisymbrium officinale,Native of Europe; common agricultural weed throughout.,,1894-07-16,J.R. Anderson,RBCM,V002241,Victoria,,TL,remaining,remaining
saanich,Brassicaceae,Teesdalia nudicaulis,Teesdalia nudicaulis,Native of Europe; a sporadic weed throughout.,,1952-05-06,C. Lowe,RBCM,V022773,Victoria: at collector's home,,TL,remaining,remaining
saanich,Brassicaceae,Thlaspi arvense,Thlaspi arvense,Native of Eurasia; common weed throughout.,,1896-07-15,J.R. Anderson,RBCM,V002256,Victoria; Cedar Hill: Broadmead,,TL,remaining,remaining
saanich,Brassicaceae,Thysanocarpus curvipes,Thysanocarpus curvipes,Open hillsides and edge of woods; sporadic and quite abundant locally.,,1915-04-01,C.F. Newcombe,RBCM,V039955,Saanich; Observatory Hill,,TL,remaining,remaining
saanich,Brassicaceae,Turritis glabra,Turritis glabra,Native of Europe; open ground; widely established throughout.,,1899-01-01,J.R. Anderson,RCBM,V002079,Victoria; Esquimalt,,TL,remaining,remaining
saanich,Cabombaceae,Brasenia schreberi,Brasenia schreberi,Margins of shallow lakes; sporadic; Saanich and the Highland district. TCB Glen Lake 1989.,,1989-09-03,T.C. Brayshaw,RCBM,V151694,Victoria; Glen Lake,,TL,remaining,remaining
saanich,Cactaceae,Opuntia fragilis,Opuntia fragilis,"Open, dry ground; first recorded from Gordon Head, where it was collected by Phipps in 1898; occasional in Gordon Head and the Beacon Hill area.",,1898,Phipps,FSP,p. 73,Gordon Head,FSP = Flora of the Saanich Peninsula A.F. Szczawinski and A.S. Harrison 1972,TL,remaining,remaining
saanich,Cactaceae,Opuntia polyacantha,Opuntia polyacantha,Reported from Cordova Bay by M. C. Melburn in 1953; specimen not examined. No coast collections found.,,,,,,,"TL: Previously, two species of Opuntia were recognized as present in British Columbia: O. fragilis and O. polyacantha.  However, the BC Conservation Data Centre, and E-Flora BC, follow Flora North America, and no longer recognize O. polyacantha as present in the province.",TL,remaining,remaining
saanich,Campanulaceae,Campanula medium,Campanula medium,"Cultivated Bellflowers not reported for area. iNaturalist reports Campanula poscharskyana Degan. Sidney, Victoria.",,1976-07-15,A.&O. Ceska,RBCM,V192813,"Saanich Peninsula Wallace Drive, near water reservoir",TL,TL,remaining,remaining
saanich,Campanulaceae,Campanula rotundifolia,Campanula rotundifolia,"Moist, open slopes; known from Oak Bay and Thetis Lake Park.",,1976-07-09,A.&O. Ceska,RBCM,V192809,William Head (Dr. Wilfred Schofield's locality of Limnanthes),,TL,remaining,remaining
saanich,Campanulaceae,Campanula scouleri,Campanula scouleri,"Open woods, edges of forests, and less often on rock outcrops; the common species of Campanula in the area, particularly in Esquimalt, Sidney, Goldstream, Francis, and Thetis Lake Park.",,1894-07-15,J.R. Anderson,UBC,V7064,Esquimalt,See digitized voucher specimen. TL,TL,remaining,remaining
saanich,Campanulaceae,Githopsis specularioides,Githopsis specularioides,"HLR Mill Hill Park 2009, MD Jocelyn Hill 1977, Cook Mt Wells 2007, Cook Braemar Heights 2007.",,1926-05-08,R. Connell,RBCM,V007858,Sooke; Empress Mountain,,TL,remaining,remaining
saanich,Campanulaceae,Heterocodon rariflorus,Heterocodon rariflorum,Many Saanich records.,,1976-07-06,A.&O. Ceska,RBCM,V173693,Victoria; Uplands Park,rariflorus should be rariflorum TL,TL,remaining,remaining
saanich,Campanulaceae,Lobelia erinus,Lobelia erinus,Zika at RBCM near Government St. 2001. Crawford Government House 1968. No information on establishment either record. Several records of escaped populations Vancouver area. On Lomer & Penny's non-established list.,,1968-07-22,B. Crawford,RBCM,V096648,Victoria; Government House,,TL,remaining,remaining
saanich,Campanulaceae,Triodanis perfoliata,Triodanis perfoliata,"Open, disturbed places; mostly restricted to dry, sandy soil; Uplands, Shelbourne, Mount Tolmie, Mount Douglas, and Esquimalt.",,1896-07-12,J.R. Anderson,RBCM,V004797,Victoria,,TL,remaining,remaining
saanich,Caprifoliaceae,Centranthus ruber,Centranthus ruber,"Marr Point Hope shipyard, disturbed gravel 2003, FL same, on sea rocks 2007. This species is now abundant along Galloping Goose Trail N of Point Hope shipyard and clearly reproducing (K. Marr pers. Comm. May 2013)",,2003-05-14,K. Marr,RBCM,V188492,Victoria; Point Hope Shipyard: N end of Harbour Rd. beside Galloping Goose Regional Trail,,TL,remaining,remaining
saanich,Caprifoliaceae,Dipsacus fullonum,Dipsacus fullonum,Native of Europe; established in Victoria and the Keating area. CDC and eFlora BC considers to be D. fullonum L.,,2007-09-17,K. Marr,RBCM,V197628,View Royal: Galloping Goose Trail beside Victoria General Hospital,,TL,remaining,remaining
saanich,Caprifoliaceae,Linnaea borealis ssp. longiflora,Linnaea borealis longiflora,Open to dense woods; throughout most of the wetter and cooler forests of the area; represented by var. longiflora Torr.; circumpolar,,1962-06-28,J. Hett,UBC,V101235,"Vancouver Island, Capital Regional District, East Sooke",,TL,remaining,remaining
saanich,Caprifoliaceae,Lonicera ciliosa,Lonicera ciliosa,Open woods and thickets; common throughout in suitable habitats.,,1950-05-17,"V.J. Krajina, R.H. Spilsbury",UBC,V53710,Saanich,,TL,remaining,remaining
saanich,Caprifoliaceae,Lonicera hispidula,Lonicera hispidula,"Dry woods, thickets, and clearings; most abundant in Saanich and the Highland district.",,1981-03-15,R.T. Ogilvie,RBCM,V162584,D'Arcy Island: west shore,,TL,remaining,remaining
saanich,Caprifoliaceae,Lonicera involucrata var. involucrata,Lonicera involucrata involucrata,"Wet woods and thickets, along streams and lake shores; very common throughout.",,1935-08-25,A.M. Clemens,UBC,V136295,Beaver Lake,,TL,remaining,remaining
saanich,Caprifoliaceae,Lonicera periclymenum,Lonicera periclymenum,Native of the Mediterranean region; open woods and thickets; now established and common in many areas; particularly in Saanich and Sidney. On Lomer & Penny's non-established list. Peninsula collections re-identified as Lonicera periclymenum. One collection of Lonicera ×bella Saanichton Experimental Station 1954. Several iNaturalist observatons of ×bella but no naturalization information.,,2021-05-19,dillonmerry,iNaturalist.org,79485865,"Burton Ave, Victoria, BC,CA",,TL,remaining,remaining
saanich,Caprifoliaceae,Plectritis brachystemon,Plectritis congesta brachystemon,1912 Admirals Rd collection at V.,,1912-05-01,Anonymous,UBC,V66425,"Victoria, Admiral's Road",Note: Plectritis congesta var. major = Plectritis brachystemon.TL,TL,remaining,remaining
saanich,Caprifoliaceae,Plectritis congesta,Plectritis congesta,"Open, exposed slopes in rocky outcrops; common throughout in suitable habitats.",,1912-05-01,J.K. Henry,UBC,V66411,"Goldstream, south of Langford Lake",,TL,remaining,remaining
saanich,Caprifoliaceae,Plectritis macrocera,Plectritis macrocera,"Moist, open places and streambanks; Victoria, Beaver Lake, Thetis Lake Park, Highlands, Goldstream, and Mount Finlayson.",,1987-05-07,A.&O. Ceska,RBCM,V162793,Victoria: small lake SW of Florence Lake between highway 1 & 1A,,TL,remaining,remaining
saanich,Caprifoliaceae,Symphoricarpos albus,Symphoricarpos albus,"Open ground, woods, and thickets; common throughout.",,1939-06-05,D.C. Buckland,UBC,V7440,Victoria,,TL,remaining,remaining
saanich,Caprifoliaceae,Symphoricarpos mollis var. hesperius,Symphoricarpos mollis hesperius,"Open woods, bushland, and dry thickets; locally abundant.",,1939-06,W. Newton,UBC,V7460,Saanichton,,TL,remaining,remaining
saanich,Caprifoliaceae,Valeriana scouleri,Valeriana sitchensis scouleri,Manton & McGrath Gowland Tod Park 2011. Beamish Roche Cove Park (Sooke outside area) 1957.,,2011-05-05,E.R. Manton,UBC,V236974,Gowlland Tod Provincial Park,Note: All Sooke occurrences disqualified? TL,TL,remaining,remaining
saanich,Caprifoliaceae,Valeriana sitchensis,Valeriana sitchensis,"Rare; Goldstream, where it was collected by J. R. Anderson in 1901; RTO & AC? D'Arcy Island 1980.",,1980-08-17,unknown,RBCM,V159181,D'Arcy Island,,TL,remaining,remaining
saanich,Caryophyllaceae,Arenaria serpyllifolia,Arenaria serpyllifolia,"Native of Europe; dry, sandy areas; occasional; Victoria, Oak Bay, Thetis Lake Park, and Goldstream. Var. s",var. serpyllifolia?? ,1913-05-17,J.M. Macoun,RBCM,V001615,Oak Bay,agrees with E-Flora B.C. subtaxon,TL,in progress,remaining
saanich,Caryophyllaceae,Atocion armeria,Atocion armeria,Native of Europe; an occasional escapee from cultivation; Victoria. Marr 2007 Hartland Landfill and Langford highway median.,,2007-06-18,K. Marr,RBCM,V198204,Hartland Landfill,,TL,remaining,remaining
saanich,Caryophyllaceae,Cerastium arvense ssp. strictum,Cerastium arvense strictum,Grassy flats; rocky hillsides and dry to moist grassland; common throughout.,,1896-05-09,J.R. Anderson,RBCM,V001667,Oak Bay,,TL,remaining,remaining
saanich,Caryophyllaceae,Cerastium brachypodum,Cerastium brachypodum,Moist ground; rare; Victoria and Oak Bay. TCB Griffen Island 1992.,,1992-04-18,T.C. Brayshaw,RBCM,V167514,Oak Bay: island W of Griffin Island,Note: drawn from synonym C. nutans var. nutans TL,TL,remaining,remaining
saanich,Caryophyllaceae,Cerastium fontanum ssp. vulgare,Cerastium holosteoides,Lawns and gardens; weedy and common throughout.,,1899-08-08,M.A. Barber,GBIF,214369,Esquimalt Harbour,"Note: R.L. McGregor Herbarium Vascular Plants Collection, University of Kansas. TL",TL,remaining,remaining
saanich,Caryophyllaceae,Cerastium glomeratum,Cerastium glomeratum,"Disturbed ground, fields and waste places throughout.",,1900-05-12,J.R. Anderson,RBCM,V43641,Esquimalt,,TL,remaining,remaining
saanich,Caryophyllaceae,Cerastium pumilum,Cerastium pumilum,Many collections trroughout peninsula FL and A&OC.,.,1973-04-22,A.&O. Ceska,RBCM,V178887,Oak Bay: boat ramp.,,TL,remaining,remaining
saanich,Caryophyllaceae,Cerastium semidecandrum,Cerastium semidecandrum,"Banks and slopes near the sea; sporadic; Victoria, Cadboro Bay, Thetis Lake Park Fort Rodd Hill, Sidney Island.",,1974-05-04,A.&O. Ceska,RBCM,V179314,Fort Rodd Hill Park,,TL,remaining,remaining
saanich,Caryophyllaceae,Cerastium tomentosum,Cerastium tomentosum,"Native of Europe; grown commonly as a rock-garden plant, often escaping; sporadic; in Victoria and Saanich.",,1974-04-21,A.&O. Ceska,RBCM,V179305,Gonzales Point; Victoria: golf course.,,TL,remaining,remaining
saanich,Caryophyllaceae,Dianthus armeria,Dianthus armeria,Native of Europe; a common garden annual; frequently escaping.,,1905-07-01,Strachan,RBCM,V005982,Victoria: Mt Tolmie,,TL,remaining,remaining
saanich,Caryophyllaceae,Dianthus deltoides,Dianthus deltoides,Native of Europe; commonly grown in gardens; an occasional escapee.,,2019-06-16,C. Brossard,iNaturalist.org,27101553,"Capital CA-BC, CA",,TL,remaining,remaining
saanich,Caryophyllaceae,Eremogone capillaris var. americana,Eremogone capillaris americana,"Rocky slopes; rare; known from Mount Finlayson, where it was collected by G. A. Hardy in 1952. Voucher not found. All nearby records from high elevation.",,,,,,,,,remaining,remaining
saanich,Caryophyllaceae,Gypsophila paniculata,Gypsophila paniculata,Marr Langford Highway median 2007.,,2007-07-29,K. Marr,RBCM,V201741,"Langford: Highway 1 median, SE of Highlands exit (to Bear Mountain) ",,TL,remaining,remaining
saanich,Caryophyllaceae,Holosteum umbellatum,Holosteum umbellatum,Native of Europe; weed of cultivated ground; Saanichton. Collections from 1939 and 1940 at Dominion Experiment Station. FL several collections lower mainland.,,1939-04-18,E.C. Reid,RBCM,V011501,Saanichton: Dominion Experimental Station,,TL,remaining,remaining
saanich,Caryophyllaceae,Honckenya peploides ssp. major,Honckenya peploides major,Coastal beaches; sporadic throughout.,,1927-07-08,C.F. Newcombe,RBCM,V007421,Gordon Head,,TL,remaining,remaining
saanich,Caryophyllaceae,Lychnis coronaria,Silene coronaria,"Native of Europe; grown as an ornamental and often escapes; persists along roads, tracks, and wastelands.",,2019-01-30,hannabocz,iNaturalist.org,19974700,"4025 Gordon Head Rd, Victoria, BC, CA","Note: Synonym Silene coronaria.  Silene coronaria (L.) Clairville
= Lychnis coronaria (L.) Desr. (CPNWH) TL",TL,remaining,remaining
saanich,Caryophyllaceae,Moehringia macrophylla,Moehringia macrophylla,"Moist, dry, shaded to open woods and rocky slopes; throughout in suitable habitat.",,1896-05-10,J.R. Anderson,RBCM,V001628,Victoria: Esquimalt,,TL,remaining,remaining
saanich,Caryophyllaceae,Moenchia erecta,Moenchia erecta,"Native of Europe; locally abundant; Uplands, Beacon Hill and Thetis Lake Park. FL Iroquois Park, Sidney 1995.",,1948-05-16,V.C. Brink,UBC,V121389,Victoria: Uplands,,TL,remaining,remaining
saanich,Caryophyllaceae,Petrorhagia saxifraga,Petrorhagia saxifraga,"Lomer, Penny, Douglas Malahat summit roadside 1999. Out side area.",,1999-07-14,F. Lomer,UBC,V234438,"Malahat Highway (Highway 1), 50 m east of, 3.6 km north of Malahat Highway Summit, 100 m north of 3rd lookout, ca. 15 km northwest of Victoria. TL
        ",Note: outside area. TL,TL,remaining,remaining
saanich,Caryophyllaceae,Polycarpon tetraphyllum,Polycarpon tetraphyllum,"Rocky outcrop on beach, McNeil Bay Harrison 1967. FL near Oak Bay Marina 2009.",,1967-05-18,A.S. Harrison,UBC,V143630,"Victoria, McNeil Bay, south of Anderson Hill",,TL,remaining,remaining
saanich,Caryophyllaceae,Sabulina macra,Sabulina macra,"Dry places; occasional; Mount Douglas, Observatory Hill, Trial Island, Mill Hill, Mt Finlayson, Telegraph Bay, and Goldstream. Fenneman D'arcy Island 2007.",,1896-05-24,J.R. Anderson,RBCM,V001634,Skirt Mountain: Victoria,,TL,remaining,remaining
